Date,Story,Annotation,Annotation in Portuguese,Platform,Overall engagement,Engagement normalised per platform,Engagement positively normalised per platform,Post in Portuguese,Post in English,Theme,Sub-theme,Detailed status as of January 18,Summarised status,Appendix,URL
2023-01-04 15:59:28,,,,Facebook,365,-0.33,17166.96,"A nova ministra da saúde afirmou que ""serão revogados nos próximos dias, as portarias e notas técnicas que ofendem a ciência, os direitos humanos, os direitos sexuais reprodutivos, e que transformaram várias posições do Ministério da Saúde em uma agenda conservadora e negacionista."" É o governo lula destruindo tudo que lutamos tanto para construir e reconstruir! #direitoavida #direitaconservadora #direitaunida #gestãopública #politico #retrocesso #simavida #saúdepública #PróVida BRASILSEMMEDU Ministra da Saúde anuncia fim de posições pró vida pelo governo RETROCESSO CAPITÃO CONTAR","The new Minister of Health said that ""in the coming days, the ordinances and technical notes that offend science, human rights, reproductive sexual rights, and which transformed various positions of the Ministry of Health into a conservative and neglected agenda."" It is the Lula government destroying everything we fight so much to build and rebuild! #ReedoVida #CharertaConservator #IriteAunida #ManagementP Public #Politico #Rerevida #Simavida #Healthpublic #Provida BrasilSedu of Health Announces End of positions Pro Vida by the Government Return Captain",News media,,Online,Online,,https://www.facebook.com/100044548084476/posts/710114227150174
2023-01-04 16:17:54,,,,Facebook,622,-0.33,17166.96,"A Globolixo sempre contra a ciência e contra a população!! GLOBO LIXO Terra Brasil Notícias Jornal o Globo sugere ao governo Lula caçar os não vacinados ዳ Terra Brasil Notícias janeiro 2023 Em editorial publicado na segunda-feira 2, Globo recomendou ao presidente Lula (PT)""buscar os não vacinados"". Além das campanhas de publicidade para a imunização, jornal defendeu um posicionamento mais ""ativo"" do governo. VICARDO ARRUDA NASREDES f","Globolixo always against science and against the population !! Globo Garbage Earth Brazil News Jornal O Globo suggests to the Lula administration hunting the non-vaccinated ዳ Terra Brasil News January 2023 in an editorial published on Monday 2, Globo recommended to President Lula (PT) ""seek non-vaccinated"". In addition to advertising campaigns for immunization, Jornal defended a more ""active"" position of the government. Vicardo Arruda nosedes F",Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.facebook.com/100044408631227/posts/710325237124424
2023-01-04 16:47:59,,,,Facebook,2415,-0.29,17167.00,"IMPEACHMENT E GREVE GERAL, GENERAL HELENO E PR1SÕES!","Impeachment and General Strike, General Heleno and Prizes!",Calls to join the January 8 riots,,Online,Online,,https://www.facebook.com/100064971670915/posts/550560763786308
2023-01-04 17:01:19,,,,Facebook,21286,0.08,17167.37,"MOURÃO, O GRANDE AMIGO DO PCC - PARTIDO COMUNISTA CHINES #liberdadedeimprensa #jovempan #eduardoborgo #BolsonaroOrgulhodoBrasil #BolsonaroTemRazao #BolsonaroMito #Bolsonaro CHINA AGRADECE MOURÃO","MOURÃO, the great friend of the CCP - Communist Party Chinese #LiberdadeDePrensa #Jovempan #EduARDOBORGO #BOLSONAROORGULHOBRASIL #BOLSONAROZAO",Other,,Visit the COVID-19 Information Center for vaccine resources.,Labelled,,https://www.facebook.com/100044897662813/posts/693462005493715
2023-01-04 17:13:55,,,,Facebook,230,-0.33,17166.95,"Ministra de Lula tem ligação com milícia; A nova ministra do Turismo, Daniela Carneiro (União Brasil), e seu marido, Waguinho (União Brasil), prefeito de Belford Roxo (RJ), mantêm vínculo com a família do ex-policial militar Juracy Alves Prudêncio há pelo menos 4 anos. Prudêncio foi condenado e preso por chefiar uma milícia na Baixada Fluminense, no Rio de Janeiro. “Jura”, como é conhecido o miliciano, também se envolveu em atos de campanha de Daniela em 2018. Na época, cumpria pena em regime semiaberto. Em junho de 2017, o ex-policial foi nomeado assessor de uma secretaria da prefeitura de Belford Roxo, comandada pelo marido da ministra. Questionado em entrevista ao canal UOL, pelo jornalista Josias de Souza, o Ministro da Defesa diz desconhecer esse fato. #politica #Noticia #direitaconservadora #brasiltransparente","Lula's minister is linked to militia; The new Minister of Tourism, Daniela Carneiro (União Brasil), and her husband, Waguinho (União Brasil), mayor of Belford Roxo (RJ), maintain a bond with the family of former military police officer Juracy Alves Prudencio for at least 4 years. Prudencio was convicted and arrested for heading a militia in the Baixada Fluminense in Rio de Janeiro. “Jura”, as the militia is known, was also involved in Daniela's campaign acts in 2018. At the time, he served semi -open sentence. In June 2017, the former police officer was appointed advisor to a secretary of the city of Belford Roxo, led by the minister's husband. Asked in an interview with UOL, by journalist Josias de Souza, the defense minister says he is unaware of this fact. #politica #Noticia #DireitaConservator #BrasilTransPant",Other,,Online,Online,,https://www.facebook.com/100063883217366/posts/564917455647690
2023-01-04 17:16:34,,,,Facebook,170,-0.33,17166.95,"Sem analisar as ressalvas do TCE, os vereadores aprovaram as contas da Prefeitura de Niterói nesta semana. Votei contra, pois Axel Grael não terá o meu apoio para fazer uma administração irresponsável. #foragrael #foralula #forapt #forcaarmada #exercito #bolsonaro #carlosbolsonaro #eduardobolsonaro #riodejaneiro #brasilacimadetudo #patriaamadabrasil #rio #brasil #niteroi #saogoncalo #bolsonaroreeleito #biakicis #patria #carlazambelli #regiaodoslagos #bolsonarotemrazao #bolsonaroreeleito #bolsonaropresidente #bolsomito #soumaisbrasil #fechadocombolsonaro #bolsonaromito #jairbolsonaro","Without analyzing the caveats of the ECA, the councilors approved the accounts of Niterói City Hall this week. I voted against, as Axel Grael will not have my support to make an irresponsible administration. #foragral #foralula #forapt #Forcaarmada #Exercito #Bolsonaro #CarlosBolsonaro #EduARDOBOLSONARO #Riodejanelo #brasilacimadetudo #PatriaAMadabrasil #Brasil #niteroi #Saogoncalo #Bolsonaroreeleito #biakicis #carlazambelli #regodabelete #Fechadolsonaro #BolSonaromito #jairbolsonaro",Other,,Online,Online,,https://www.facebook.com/100076128310371/posts/203871292160480
2023-01-04 17:30:56,,,,Facebook,360,-0.33,17166.96,"MOURÃO, O GRANDE AMIGO DO PCC - PARTIDO COMUNISTA CHINES #liberdadedeimprensa #jovempan #eduardoborgo #BolsonaroOrgulhodoBrasil #BolsonaroTemRazao #BolsonaroMito #Bolsonaro","MOURÃO, the great friend of the CCP - Communist Party Chinese #liberdadedempons #Jovempan #EduARDOBORGO #BOLSONAROORGULHOBRASIL",Other,,Visit the COVID-19 Information Center for vaccine resources.,Labelled,,https://www.facebook.com/100088418206952/posts/124891540468119
2023-01-04 17:53:25,,,,Facebook,156,-0.33,17166.95,"Jornalista da #globolixo opinando sobre economia sempre sai esse tipo de merda. Não entendem que o mercado da preço, e as empresas brasileiras estão valendo menos pois o Brasil está tomando um rumo de inflação, dívidas e aumento de impostos. Não da para ignorar as leis econômicas. Esses jornalistas são todos uns terraplanistas da economia, não entendem, não estudam, não sabem de nada. Camilo Pinheiro Machado @camilopmachado ""O mercado vê com bons olhos..."" o MERCADO são umas 60 famílias brancas-herdeiras, bem cafonas, ignorantese cruéis. Quem se incomoda com o combate contra a fome não merece essa reverberação toda. Ouçamos a população. Ο tal do mercado tá de barriga cheia por séculos. Translate Tweet 11:16 PM Jan 2, 2023 Camilo Pinheiro Machado @camilopmachado Follow Jornalista- TV Globo","#Globolixo journalist opting for economics always comes this kind of shit. They do not understand that the price market, and Brazilian companies are worth less because Brazil is taking a course of inflation, debt and tax increases. You can't ignore economic laws. These journalists are all the earth's earthworks, they don't understand, they don't study, they don't know anything. Camilo Pinheiro Machado @camilopmachado ""The market welcomes ..."" The market is about 60 white-heher families, very tacky, cruel ignorant. Those who bother with the fight against hunger does not deserve all this reverberation. We hear the population. The market is on a full belly for centuries. Translate Tweet 11:16 PM Jan 2, 2023 Camilo Pinheiro Machado @camilopmachado Follow Journalist- TV Globo",Other,,Online,Online,,https://www.facebook.com/404533346554268/posts/1857988884542033
2023-01-04 18:05:00,,,,Facebook,5886,-0.22,17167.06,"O MELHOR ESTÁ POR VIR, AFIRMA BOLSONARO #liberdadedeimprensa #jovempan #eduardoborgo #BolsonaroOrgulhodoBrasil #BolsonaroTemRazao #BolsonaroMito #Bolsonaro NOVA MENSAGEM DE BOLSONARO","The best thing is to come, says Bolsonaro #LiberdadeFrensa #Jovempan #EduARDOBORGO #BOLSONAROORGULHOBRASIL #BOLSONARTEMOZAO",News media,Prophecising a coup,Online,Online,,https://www.facebook.com/100044897662813/posts/693464212160161
2023-01-04 19:31:59,,,,Facebook,2583,-0.29,17167.00,"Eu e milhões de brasileiros temos uma importante missão: defender o Brasil, garantir que os direitos fundamentais sejam respeitados, que a Constituição seja cumprida e que a nossa democracia seja mantida. Os avanços que alcançamos nos últimos anos com o resgate do patriotismo, com o fortalecimento da direita no Brasil, dos valores de proteção à família, liberdade, combate à corrupção e tantas lutas importantes não podem ser perdidas. Vamos seguir alertas e vigilantes para defender o Brasil e o Mato Grosso do Sul. #brasilacimadetudo #vempramissao #fechadocombolsonaro #patriaamadabrasil #povobrasileiro #coraçãoverdeeamarelo #bolsonaro #democracia #futurodobrasil #constituição #patriotismo #matogrossodosul #capitãocontar #direiraconservadora #direitabrasileira #direitaunida 0 BRASIL PRECISA DE TODOS NÃS, ALERTAS E VIGILANTES"" EPRSL CAPITÃO CONTAR","Me and millions of Brazilians have an important mission: to defend Brazil, to ensure that fundamental rights are respected, that the Constitution is fulfilled and that our democracy is maintained. The advances we have made in recent years with the rescue of patriotism, with the strengthening of the right in Brazil, family protection values, freedom, combating corruption and so many important struggles cannot be lost. Let's follow alerts and vigilantes to defend Brazil and Mato Grosso do Sul. #brasilacimadetudo #vempramisao #fachadocombolsonaro #patriaamadabrasil #povobrasileiro #heartverdeeamarelo #bolsonaro #dempocracy #futurodobrasil #constitution #tatogrosodosul #captainContante #direct conservative #IrectAbrasileiro",Other,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.facebook.com/100044548084476/posts/710220947139502
2023-01-04 19:37:13,,,,Facebook,1938,-0.30,17166.99,Magno Malta desmente Fake News sobre greve geral. Magno Malta Magno Malta desmente Fake News sobre greve geral.,Magno Malta denies fake news about general strike. Magno Malta Magno Malta denies fake news about general strike.,Strikes in support of a military coup,Politician,Online,Online,,https://www.facebook.com/100044262452486/posts/727039458781463
2023-01-04 20:07:30,,,,Facebook,164,-0.33,17166.95,"Esses jornalistas, merecem o meu respeito, eles tem mostrado as verdades, sobre os desmandos no Brasil. SomostodosBolsonaro","These journalists deserve my respect, they have shown the truths, about mischief in Brazil. SomosBolsonaro",Other,,Online,Online,,https://www.facebook.com/groups/435756547367153/permalink/1227842278158572
2023-01-04 20:07:37,,,,Facebook,338,-0.33,17166.96,"Quanto orgulho sinto, por ter votado nele em 2018 e 2022. Se precisar voto outras vezes. SomostodosBolsonaro Orgulho de ter votado em um patriota de verdade.","How much I feel, I have voted for in 2018 and 2022. If you need to vote other times. We are TitosBolsonaro proud to have voted for a real patriot.",Other,,Online,Online,,https://www.facebook.com/groups/435756547367153/permalink/1227843521491781
2023-01-04 21:57:17,,,,Facebook,1398,-0.31,17166.98,NO FARO DE BOLSONARO!🥵🇧🇷 Por @MundialTelenoticias 04/01/22 🇧🇷🦡 Curtam nossa página e nos ajudem a manter nossos conteúdos nos ar:🇧🇷👇 https://www.facebook.com/becomesupporter/ratelconservadorr/ #ForçaBolsonaro #BolsonaroTemRazão #SupremoÉOPovo #liberdade #BrazilWasStolen #liberdadeexpressão #comunismonão #ComunismoMata #TodoPoderEmanaDoPovo,In Bolsonaro's Faro! Forçabolsonaro #pocketonarThemray #supremeoopovo #freedom #brazilwastolen #freedom -expression #communism #comunismomata #tone,News media,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.facebook.com/100648798044026/posts/905884574187107
2023-01-04 22:24:34,,,,Facebook,231,-0.33,17166.95,GREVE GERAL GANHA FORÇA E PROMETE PARALISAR TODO PAÍS LULA TREME CONVOCA REUNIÃO AS PRESSAS,General strike gains strength and promises to paralyze the whole country Lula Treme summons the meeting in a hurry,Calls to join the January 8 riots,,Online,Online,,https://www.facebook.com/100088418206952/posts/124990173791589
2023-01-04 22:49:39,,,,Facebook,1071,-0.32,17166.97,"O ministro Alexandre de Moraes, do Supremo Tribunal Federal (STF), mandou suspender as contas nas redes sociais dos jornalistas Guilherme Fiuza, Rodrigo Constantino e Paulo Figueiredo. Os três são opositores de Luiz Inácio Lula da Silva (PT). De acordo com o portal Metrópoles, os três são investigados por divulgação de “discurso de ódio” e “antidemocrático”. A investigação, segundo o portal, está sob sigilo. Moraes busca descobrir quem os financia. O magistrado é relator do inquérito que investiga a existência de milícias digitais envolvidas em supostos atos que, segundo a Corte, são “antidemocráticos”. @rota_bta @semprerota @sgtbarbosa_rota @rota_bta @comando_aguiar #policiamilitar #policiamilitarsp #deusnocontrole eusnocomando #vamoscomfé #deusnocontrole #forçaehonra #brasilacimadetudoedeusacimadetodos #deusnocomandosempre #BolsonaroCadaVezMaisForte #Bolsonaro22 #EstamosComDamares #VotoImpressoAuditavel #policiamilitar #BolsonaroReeleito2022 #ToContigoBolsonaro #respeiteaconstituicao #TARCISIOGOVERNADOR #SomosTodosBarbara #danielsilveira #lulaladrao #acredito #bolsonaro2022 #lulapresidente #ceagespsorocaba #TARCISIODEFREITAS #ROTA #LulaPresidente13 R RC TV Constantino, Figueiredo e Fiuza têm contas retidas no Twitter após decisão de Moraes","Minister Alexandre de Moraes of the Federal Supreme Court (STF) had suspending accounts on the social networks of journalists Guilherme Fiuza, Rodrigo Constantino and Paulo Figueiredo. The three are opponents of Luiz Inacio Lula da Silva (PT). According to Portal Metrópoles, the three are investigated for the dissemination of “hate speech” and “undemocratic”. The investigation, according to the portal, is under confidential. Moraes seeks to find out who finances them. The magistrate is a rapporteur of the investigation that investigates the existence of digital militias involved in alleged acts that, according to the Court, are ""undemocratic"". @rota_bta @semprerota @sgtbarbosa_rota @rota_bta @comando_aguiar #policiamilitar #policiamilitarsp #deusnocontrole eusnocomando #vamoscomfé #deusnocontrole #forçaehonra #brasilacimadetudoedeusacimadetodos #deusnocomandosempre #BolsonaroCadaVezMaisForte #Bolsonaro22 #EstamosComDamares #VotoImpressoAuditavel #policiamilitar #BolsonaroReeleito2022 #ToContigoBolsonaro #respeiteaconstituicao #TARCISIOGOVERNADOR #SomosTodosBarbara #danielsilveira # Lulalandrao #Acredit #Bolsonaro2022 #Lulapres President #cespsorocaba #tarcisiodefreitas #rota #Lulapresid President13 R RC TV Constantino, Figueiredo and Fiuza have accounts withdrawn on Twitter after decision of Moraes",News media,,Visit the Electoral Justice website for official 2022 election information.,Labelled,,https://www.facebook.com/100064357885196/posts/541566137998644
2023-01-04 23:25:00,,,,Facebook,542,-0.33,17166.96,"O senador Renan Calheiros (MDB-AL) afirmou, nesta terça-feira, 03, que Jair Bolsonaro (PL) “tem chance de ser preso”, agora que o ex-presidente não tem foro privilegiado. Para Calheiros, o ex-mandatário terá condição de responder pelos nove crimes apontados no inquérito final da Comissão Parlamentar de Inquérito (CPI) da Pandemia. No ano passado, o procurador-geral da República, Augusto Aras, arquivou todas as investigações preliminares que miravam o ex-chefe do Planalto. — Ele vai ter que responder por isso, agora sem a blindagem da PGR, porque muitos dos processos dele, sobretudo aqueles que não envolvem parlamentares, irão para a primeira instância. E vamos ter uma outra correlação [de forças] com a participação da sociedade, cobrando a punição daquelas pessoas que erraram — disse o parlamentar. — Eu acho que ele vai ter que, indiscutivelmente, se submeter a tudo isso. A partir dos nove indiciamentos da CPI, ele tem muita chance sim de ir para a cadeia — acrescentou Calheiros. @rota_bta @semprerota @sgtbarbosa_rota @rota_bta @comando_aguiar #policiamilitar #policiamilitarsp #deusnocontrole eusnocomando #vamoscomfé #deusnocontrole #forçaehonra #brasilacimadetudoedeusacimadetodos #deusnocomandosempre #BolsonaroCadaVezMaisForte #Bolsonaro22 #EstamosComDamares #VotoImpressoAuditavel #policiamilitar #BolsonaroReeleito2022 #ToContigoBolsonaro #respeiteaconstituicao #TARCISIOGOVERNADOR #SomosTodosBarbara #danielsilveira #lulaladrao #acredito #bolsonaro2022 #lulapresidente #ceagespsorocaba #TARCISIODEFREITAS #ROTA #Lula RC TV POLÍTICA Sem blindagem da PGR, Bolsonaro tem chance de ser preso, diz Renan Calheiros","Senator Renan Calheiros (MDB-AL) said on Tuesday that Jair Bolsonaro (PL) ""has a chance to be arrested,"" now the former president has no privileged forum. For Calheiros, the former Mandanician will be able to respond for the nine crimes pointed out in the final inquiry of the Pandemic Parliamentary Commission of Inquiry (CPI). Last year, the Attorney General, Augusto Aras, filed all the preliminary investigations that aimed at the former chief of the Plateau. ""He will have to answer for this, now without the PGR shield, because many of his processes, especially those who do not involve parliamentarians, will go to the first instance."" And we will have another correlation [of forces] with the participation of society, charging the punishment of those people who made a mistake, ”said the parliamentarian. ""I think he'll have to undoubtedly undergo all this."" From the nine CPI indictments, he has a lot of chance to go to jail, ”added Calheiros. @rota_bta @semprerota @sgtbarbosa_rota @rota_bta @comando_aguiar #policiamilitar #policiamilitarsp #deusnocontrole eusnocomando #vamoscomfé #deusnocontrole #forçaehonra #brasilacimadetudoedeusacimadetodos #deusnocomandosempre #BolsonaroCadaVezMaisForte #Bolsonaro22 #EstamosComDamares #VotoImpressoAuditavel #policiamilitar #BolsonaroReeleito2022 #ToContigoBolsonaro #respeiteaconstituicao #TARCISIOGOVERNADOR #SomosTodosBarbara #danielsilveira # Lulaladrao #Acredit #Bolsonaro2022 #Lulapres President #cespsorocaba #tarcisiodefreitas #rota #Lula RC TV Politics without armor of PGR, Bolsonaro has a chance to be arrested, says Renan Calheiros",News media,,Online,Online,,https://www.facebook.com/100064357885196/posts/541580837997174
